1	9.22e-07
2	2.655e-06
3	4.147e-06
4	8.326e-06
5	2.5989e-05
6	7.2668e-05
7	8.5382e-05
8	0.000370992
9	0.00163019
10	0.00272298
11	0.00890477
12	0.0506016
13	0.0209593
14	0.141926
15	0.141471
