1	9.52e-07
2	2.665e-06
3	4.488e-06
4	3.998e-06
5	1.8966e-05
6	1.1281e-05
7	0.000148962
8	0.000676711
9	0.00322674
10	0.00251811
11	0.0373836
12	0.0186196
13	0.0264009
14	0.10151
15	1.15773
